2019-03-08 13:37:54,336 [1] [INFO ] MasterManager, Version=1.0.7006.24521, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(19) INTEC.Med.MasterManager.Program Main - ===== Program Start
2019-03-08 13:40:42,792 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\TableListForm.cs(42) INTEC.Med.MasterManager.VIEW.TableListForm .ctor -  TableListForm Initialize
2019-03-08 13:40:42,972 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(121) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowDockPanel - MDI子フォーム 表示
2019-03-08 13:40:43,236 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\HospitalListForm.cs(38) INTEC.Med.MasterManager.VIEW.HospitalListForm .ctor -  TableListForm Initialize
2019-03-08 13:40:43,239 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(121) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowDockPanel - MDI子フォーム 表示
2019-03-08 13:40:43,257 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(110) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowView -         MasterManager - 1.0.7006.24618 表示
2019-03-08 13:41:34,284 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(28) INTEC.Med.MasterManager.Program Main - ===== Program End
2019-03-08 13:41:42,248 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(19) INTEC.Med.MasterManager.Program Main - ===== Program Start
2019-03-08 13:41:42,342 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(73) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor -  MainMDIForm Initialize
2019-03-08 13:41:42,561 [1] [DEBUG] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(76) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor - MaterialSkin表示設定
2019-03-08 13:41:42,561 [1] [DEBUG] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(90) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor - MDIコンテナ表示設定
2019-03-08 13:41:42,748 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\TableListForm.cs(42) INTEC.Med.MasterManager.VIEW.TableListForm .ctor -  TableListForm Initialize
2019-03-08 13:41:42,967 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(121) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowDockPanel - MDI子フォーム 表示
2019-03-08 13:41:43,295 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\HospitalListForm.cs(38) INTEC.Med.MasterManager.VIEW.HospitalListForm .ctor -  TableListForm Initialize
2019-03-08 13:41:43,295 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(121) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowDockPanel - MDI子フォーム 表示
2019-03-08 13:41:43,311 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(110) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowView -         MasterManager - 1.0.7006.24618 表示
2019-03-08 13:41:52,687 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(28) INTEC.Med.MasterManager.Program Main - ===== Program End
2019-03-08 13:41:58,419 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(19) INTEC.Med.MasterManager.Program Main - ===== Program Start
2019-03-08 13:41:58,529 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(73) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor -  MainMDIForm Initialize
2019-03-08 13:41:58,825 [1] [DEBUG] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(76) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor - MaterialSkin表示設定
2019-03-08 13:41:58,825 [1] [DEBUG] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(90) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor - MDIコンテナ表示設定
2019-03-08 13:41:59,075 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\TableListForm.cs(42) INTEC.Med.MasterManager.VIEW.TableListForm .ctor -  TableListForm Initialize
2019-03-08 13:41:59,326 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(121) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowDockPanel - MDI子フォーム 表示
2019-03-08 13:41:59,732 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\HospitalListForm.cs(38) INTEC.Med.MasterManager.VIEW.HospitalListForm .ctor -  TableListForm Initialize
2019-03-08 13:41:59,732 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(121) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowDockPanel - MDI子フォーム 表示
2019-03-08 13:41:59,747 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(110) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowView -         MasterManager - 1.0.7006.24618 表示
2019-03-08 13:42:02,935 [1] [INFO ] MasterManager, Version=1.0.7006.24618, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(28) INTEC.Med.MasterManager.Program Main - ===== Program End
