2019-04-22 09:35:16,185 [1] [INFO ] MasterManager, Version=1.0.7051.17237, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(19) INTEC.Med.MasterManager.Program Main - ===== Program Start
2019-04-22 09:38:03,889 [1] [INFO ] MasterManager, Version=1.0.7051.17331, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\TableListForm.cs(40) INTEC.Med.MasterManager.VIEW.TableListForm .ctor -  TableListForm Initialize
2019-04-22 09:38:05,712 [1] [INFO ] MasterManager, Version=1.0.7051.17331, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\HospitalListForm.cs(38) INTEC.Med.MasterManager.VIEW.HospitalListForm .ctor -  TableListForm Initialize
2019-04-22 09:38:05,741 [1] [DEBUG] MasterManager, Version=1.0.7051.17331, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(83) INTEC.Med.MasterManager.VIEW.MainMDIForm ArrangeForm - Propertyからウィンドウサイズの取得・設定
2019-04-22 09:38:05,768 [1] [INFO ] MasterManager, Version=1.0.7051.17331, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(118) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowView -         MasterManager - 1.0.7051.17331 表示
2019-04-22 09:39:44,963 [1] [INFO ] MasterManager, Version=1.0.7051.17331, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(28) INTEC.Med.MasterManager.Program Main - ===== Program End
2019-04-22 09:40:23,609 [1] [INFO ] MasterManager, Version=1.0.7051.17401, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(19) INTEC.Med.MasterManager.Program Main - ===== Program Start
2019-04-22 09:40:23,689 [1] [INFO ] MasterManager, Version=1.0.7051.17401, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(34) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor -  MainMDIForm Initialize
2019-04-22 09:40:24,123 [1] [DEBUG] MasterManager, Version=1.0.7051.17401, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(49) INTEC.Med.MasterManager.VIEW.MainMDIForm ArrangeForm - MaterialSkin表示設定
2019-04-22 09:40:24,125 [1] [DEBUG] MasterManager, Version=1.0.7051.17401, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(62) INTEC.Med.MasterManager.VIEW.MainMDIForm ArrangeForm - MDIコンテナ表示設定
2019-04-22 09:40:24,347 [1] [INFO ] MasterManager, Version=1.0.7051.17401, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\TableListForm.cs(40) INTEC.Med.MasterManager.VIEW.TableListForm .ctor -  TableListForm Initialize
2019-04-22 09:40:25,455 [1] [INFO ] MasterManager, Version=1.0.7051.17401, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\HospitalListForm.cs(38) INTEC.Med.MasterManager.VIEW.HospitalListForm .ctor -  TableListForm Initialize
2019-04-22 09:40:25,491 [1] [DEBUG] MasterManager, Version=1.0.7051.17401, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(83) INTEC.Med.MasterManager.VIEW.MainMDIForm ArrangeForm - Propertyからウィンドウサイズの取得・設定
2019-04-22 09:40:25,529 [1] [INFO ] MasterManager, Version=1.0.7051.17401, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(118) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowView -         MasterManager - 1.0.7051.17401 表示
2019-04-22 09:41:54,356 [1] [INFO ] MasterManager, Version=1.0.7051.17401, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(28) INTEC.Med.MasterManager.Program Main - ===== Program End
2019-04-22 09:44:08,585 [1] [INFO ] MasterManager, Version=1.0.7051.17514, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(19) INTEC.Med.MasterManager.Program Main - ===== Program Start
2019-04-22 09:44:08,690 [1] [INFO ] MasterManager, Version=1.0.7051.17514, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(34) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor -  MainMDIForm Initialize
2019-04-22 09:44:09,108 [1] [DEBUG] MasterManager, Version=1.0.7051.17514, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(49) INTEC.Med.MasterManager.VIEW.MainMDIForm ArrangeForm - MaterialSkin表示設定
2019-04-22 09:44:09,111 [1] [DEBUG] MasterManager, Version=1.0.7051.17514, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(62) INTEC.Med.MasterManager.VIEW.MainMDIForm ArrangeForm - MDIコンテナ表示設定
2019-04-22 09:44:09,313 [1] [INFO ] MasterManager, Version=1.0.7051.17514, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\TableListForm.cs(40) INTEC.Med.MasterManager.VIEW.TableListForm .ctor -  TableListForm Initialize
2019-04-22 09:44:10,116 [1] [INFO ] MasterManager, Version=1.0.7051.17514, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\HospitalListForm.cs(38) INTEC.Med.MasterManager.VIEW.HospitalListForm .ctor -  TableListForm Initialize
2019-04-22 09:44:10,151 [1] [DEBUG] MasterManager, Version=1.0.7051.17514, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(83) INTEC.Med.MasterManager.VIEW.MainMDIForm ArrangeForm - Propertyからウィンドウサイズの取得・設定
2019-04-22 09:44:10,182 [1] [INFO ] MasterManager, Version=1.0.7051.17514, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(118) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowView -         MasterManager - 1.0.7051.17514 表示
2019-04-22 09:45:35,083 [1] [INFO ] MasterManager, Version=1.0.7051.17557, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(19) INTEC.Med.MasterManager.Program Main - ===== Program Start
2019-04-22 09:45:35,171 [1] [INFO ] MasterManager, Version=1.0.7051.17557, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(34) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor -  MainMDIForm Initialize
2019-04-22 09:45:35,824 [1] [DEBUG] MasterManager, Version=1.0.7051.17557, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(49) INTEC.Med.MasterManager.VIEW.MainMDIForm ArrangeForm - MaterialSkin表示設定
2019-04-22 09:45:35,827 [1] [DEBUG] MasterManager, Version=1.0.7051.17557, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(62) INTEC.Med.MasterManager.VIEW.MainMDIForm ArrangeForm - MDIコンテナ表示設定
2019-04-22 09:45:36,225 [1] [INFO ] MasterManager, Version=1.0.7051.17557, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\TableListForm.cs(40) INTEC.Med.MasterManager.VIEW.TableListForm .ctor -  TableListForm Initialize
2019-04-22 09:45:37,385 [1] [INFO ] MasterManager, Version=1.0.7051.17557, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\HospitalListForm.cs(38) INTEC.Med.MasterManager.VIEW.HospitalListForm .ctor -  TableListForm Initialize
2019-04-22 09:45:37,420 [1] [DEBUG] MasterManager, Version=1.0.7051.17557, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(83) INTEC.Med.MasterManager.VIEW.MainMDIForm ArrangeForm - Propertyからウィンドウサイズの取得・設定
2019-04-22 09:45:37,456 [1] [INFO ] MasterManager, Version=1.0.7051.17557, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(118) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowView -         MasterManager - 1.0.7051.17557 表示
2019-04-22 09:45:47,919 [1] [INFO ] MasterManager, Version=1.0.7051.17557, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(28) INTEC.Med.MasterManager.Program Main - ===== Program End
